,root_article,article_compared,predicted_mapping,"true_mapping""",FP/FN/TP/TN,score,,,,,
5736,"363    217490
Name: id, dtype: int64",217468,No Mapping,No Mapping,TN,0.011547591,,,,,
5737,"363    217490
Name: id, dtype: int64",21511,No Mapping,No Mapping,TN,0.01126432,,,,,
5738,"363    217490
Name: id, dtype: int64",21499,No Mapping,No Mapping,TN,0.011192075,,,,,
5739,"363    217490
Name: id, dtype: int64",190496,No Mapping,No Mapping,TN,0.011051016,,,,,
5740,"363    217490
Name: id, dtype: int64",120630,No Mapping,No Mapping,TN,0.011029955,,,,,
5741,"363    217490
Name: id, dtype: int64",214973,No Mapping,No Mapping,TN,0.010995001,,,,,
5742,"363    217490
Name: id, dtype: int64",217464,No Mapping,No Mapping,TN,0.010869192,,,,,
5743,"363    217490
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.010816554,,,,,
5744,"363    217490
Name: id, dtype: int64",140362,No Mapping,No Mapping,TN,0.010528623,,,,,
5745,"363    217490
Name: id, dtype: int64",138243,No Mapping,No Mapping,TN,0.01047816,,,,,
5746,"363    217490
Name: id, dtype: int64",217522,No Mapping,No Mapping,TN,0.010450777,,,,,
5747,"363    217490
Name: id, dtype: int64",217534,No Mapping,No Mapping,TN,0.010439698,,,,,
5748,"363    217490
Name: id, dtype: int64",110157,No Mapping,No Mapping,TN,0.010272703,,,,,
5749,"363    217490
Name: id, dtype: int64",37252,No Mapping,No Mapping,TN,0.01017737,,,,,
5750,"363    217490
Name: id, dtype: int64",23884,No Mapping,No Mapping,TN,0.010155659,,,,,
5751,"363    217490
Name: id, dtype: int64",57382,No Mapping,No Mapping,TN,0.009991989,,,,,
5752,"363    217490
Name: id, dtype: int64",85798,No Mapping,No Mapping,TN,0.009773636,,,,,
5753,"363    217490
Name: id, dtype: int64",110144,No Mapping,No Mapping,TN,0.009692773,,,,,
5754,"363    217490
Name: id, dtype: int64",47979,No Mapping,No Mapping,TN,0.009499013,,,,,
5755,"363    217490
Name: id, dtype: int64",110156,No Mapping,No Mapping,TN,0.009484356,,,,,
5756,"363    217490
Name: id, dtype: int64",214892,No Mapping,No Mapping,TN,0.009483294,,,,,
5757,"363    217490
Name: id, dtype: int64",214875,No Mapping,No Mapping,TN,0.009373005,,,,,
5758,"363    217490
Name: id, dtype: int64",80094,No Mapping,No Mapping,TN,0.009318378,,,,,
5759,"363    217490
Name: id, dtype: int64",110126,No Mapping,No Mapping,TN,0.009278013,,,,,
5760,"363    217490
Name: id, dtype: int64",190495,No Mapping,No Mapping,TN,0.009203917,,,,,
5761,"363    217490
Name: id, dtype: int64",40754,No Mapping,No Mapping,TN,0.00920145,,,,,
5762,"363    217490
Name: id, dtype: int64",71337,No Mapping,No Mapping,TN,0.009181614,,,,,
5763,"363    217490
Name: id, dtype: int64",217535,No Mapping,No Mapping,TN,0.008917148,,,,,
5764,"363    217490
Name: id, dtype: int64",156194,No Mapping,No Mapping,TN,0.008890137,,,,,
5765,"363    217490
Name: id, dtype: int64",217444,No Mapping,No Mapping,TN,0.008814476,,,,,
5766,"363    217490
Name: id, dtype: int64",78171,No Mapping,No Mapping,TN,0.008801423,,,,,
5767,"363    217490
Name: id, dtype: int64",151991,No Mapping,No Mapping,TN,0.008686241,,,,,
5768,"363    217490
Name: id, dtype: int64",138339,No Mapping,No Mapping,TN,0.008669697,,,,,
5769,"363    217490
Name: id, dtype: int64",21455,No Mapping,No Mapping,TN,0.008517777,,,,,
5770,"363    217490
Name: id, dtype: int64",214874,No Mapping,No Mapping,TN,0.008331329,,,,,
5771,"363    217490
Name: id, dtype: int64",23877,No Mapping,No Mapping,TN,0.008279225,,,,,
5772,"363    217490
Name: id, dtype: int64",110161,No Mapping,No Mapping,TN,0.008214733,,,,,
5773,"363    217490
Name: id, dtype: int64",39232,No Mapping,No Mapping,TN,0.008200193,,,,,
5774,"363    217490
Name: id, dtype: int64",217474,No Mapping,No Mapping,TN,0.008173074,,,,,
5775,"363    217490
Name: id, dtype: int64",217424,No Mapping,No Mapping,TN,0.008147209,,,,,
5776,"363    217490
Name: id, dtype: int64",172086,No Mapping,No Mapping,TN,0.008141752,,,,,
5777,"363    217490
Name: id, dtype: int64",217466,No Mapping,No Mapping,TN,0.008022473,,,,,
5778,"363    217490
Name: id, dtype: int64",80098,No Mapping,No Mapping,TN,0.007868194,,,,,
5779,"363    217490
Name: id, dtype: int64",38952,No Mapping,No Mapping,TN,0.007757067,,,,,
5780,"363    217490
Name: id, dtype: int64",21454,No Mapping,No Mapping,TN,0.007650494,,,,,
5781,"363    217490
Name: id, dtype: int64",134825,No Mapping,No Mapping,TN,0.007648546,,,,,
5782,"363    217490
Name: id, dtype: int64",217477,No Mapping,No Mapping,TN,0.007646589,,,,,
5783,"363    217490
Name: id, dtype: int64",217418,No Mapping,No Mapping,TN,0.007543917,,,,,
5784,"363    217490
Name: id, dtype: int64",142300,No Mapping,No Mapping,TN,0.007463993,,,,,
5785,"363    217490
Name: id, dtype: int64",151262,No Mapping,No Mapping,TN,0.007340545,,,,,
5786,"363    217490
Name: id, dtype: int64",110133,No Mapping,No Mapping,TN,0.007145388,,,,,
5787,"363    217490
Name: id, dtype: int64",190520,No Mapping,No Mapping,TN,0.006950739,,,,,
5788,"363    217490
Name: id, dtype: int64",217478,No Mapping,No Mapping,TN,0.006893401,,,,,
5789,"363    217490
Name: id, dtype: int64",134545,No Mapping,No Mapping,TN,0.006887141,,,,,
5790,"363    217490
Name: id, dtype: int64",217434,No Mapping,No Mapping,TN,0.006769635,,,,,
5791,"363    217490
Name: id, dtype: int64",217521,No Mapping,No Mapping,TN,0.00674603,,,,,
5792,"363    217490
Name: id, dtype: int64",71339,No Mapping,No Mapping,TN,0.006717207,,,,,
5793,"363    217490
Name: id, dtype: int64",138709,No Mapping,No Mapping,TN,0.006613554,,,,,
5794,"363    217490
Name: id, dtype: int64",151598,No Mapping,No Mapping,TN,0.006609761,,,,,
5795,"363    217490
Name: id, dtype: int64",71344,No Mapping,No Mapping,TN,0.006501995,,,,,
5796,"363    217490
Name: id, dtype: int64",120637,No Mapping,No Mapping,TN,0.006451708,,,,,
5797,"363    217490
Name: id, dtype: int64",217430,No Mapping,No Mapping,TN,0.006419317,,,,,
5798,"363    217490
Name: id, dtype: int64",49614,No Mapping,No Mapping,TN,0.006411963,,,,,
5799,"363    217490
Name: id, dtype: int64",85825,No Mapping,No Mapping,TN,0.006317301,,,,,
5800,"363    217490
Name: id, dtype: int64",217536,No Mapping,No Mapping,TN,0.006013311,,,,,
5801,"363    217490
Name: id, dtype: int64",44642,No Mapping,No Mapping,TN,0.00596547,,,,,
5802,"363    217490
Name: id, dtype: int64",217440,No Mapping,No Mapping,TN,0.005942751,,,,,
5803,"363    217490
Name: id, dtype: int64",85793,No Mapping,No Mapping,TN,0.005914675,,,,,
5804,"363    217490
Name: id, dtype: int64",217523,No Mapping,No Mapping,TN,0.005834793,,,,,
5805,"363    217490
Name: id, dtype: int64",80103,No Mapping,No Mapping,TN,0.005743121,,,,,
5806,"363    217490
Name: id, dtype: int64",21502,No Mapping,No Mapping,TN,0.005722107,,,,,
5807,"363    217490
Name: id, dtype: int64",110167,No Mapping,No Mapping,TN,0.00567748,,,,,
5808,"363    217490
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.005653042,,,,,
5809,"363    217490
Name: id, dtype: int64",172088,No Mapping,No Mapping,TN,0.005556601,,,,,
5810,"363    217490
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.005530668,,,,,
5811,"363    217490
Name: id, dtype: int64",85805,No Mapping,No Mapping,TN,0.005450543,,,,,
5812,"363    217490
Name: id, dtype: int64",217446,No Mapping,No Mapping,TN,0.005394698,,,,,
5813,"363    217490
Name: id, dtype: int64",172125,No Mapping,No Mapping,TN,0.005342647,,,,,
5814,"363    217490
Name: id, dtype: int64",214877,No Mapping,No Mapping,TN,0.005311448,,,,,
5815,"363    217490
Name: id, dtype: int64",71343,No Mapping,No Mapping,TN,0.005284538,,,,,
5816,"363    217490
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.005261122,,,,,
5817,"363    217490
Name: id, dtype: int64",57362,No Mapping,No Mapping,TN,0.005193142,,,,,
5818,"363    217490
Name: id, dtype: int64",120628,No Mapping,No Mapping,TN,0.005170874,,,,,
5819,"363    217490
Name: id, dtype: int64",157527,No Mapping,No Mapping,TN,0.00496925,,,,,
5820,"363    217490
Name: id, dtype: int64",80093,No Mapping,No Mapping,TN,0.004899592,,,,,
5821,"363    217490
Name: id, dtype: int64",217533,No Mapping,No Mapping,TN,0.004897859,,,,,
5822,"363    217490
Name: id, dtype: int64",217531,No Mapping,No Mapping,TN,0.00486362,,,,,
5823,"363    217490
Name: id, dtype: int64",172089,No Mapping,No Mapping,TN,0.004813542,,,,,
5824,"363    217490
Name: id, dtype: int64",40617,No Mapping,No Mapping,TN,0.004744059,,,,,
5825,"363    217490
Name: id, dtype: int64",46560,No Mapping,No Mapping,TN,0.004714899,,,,,
5826,"363    217490
Name: id, dtype: int64",110160,No Mapping,No Mapping,TN,0.004693647,,,,,
5827,"363    217490
Name: id, dtype: int64",39730,No Mapping,No Mapping,TN,0.00468423,,,,,
5828,"363    217490
Name: id, dtype: int64",190522,No Mapping,No Mapping,TN,0.00462957,,,,,
5829,"363    217490
Name: id, dtype: int64",110164,No Mapping,No Mapping,TN,0.004625681,,,,,
5830,"363    217490
Name: id, dtype: int64",217485,No Mapping,No Mapping,TN,0.004614114,,,,,
5831,"363    217490
Name: id, dtype: int64",217530,No Mapping,No Mapping,TN,0.004510989,,,,,
5832,"363    217490
Name: id, dtype: int64",46175,No Mapping,No Mapping,TN,0.004457228,,,,,
5833,"363    217490
Name: id, dtype: int64",80096,No Mapping,No Mapping,TN,0.004426288,,,,,
5834,"363    217490
Name: id, dtype: int64",190501,No Mapping,No Mapping,TN,0.004388156,,,,,
5835,"363    217490
Name: id, dtype: int64",135878,No Mapping,No Mapping,TN,0.004388156,,,,,
5836,"363    217490
Name: id, dtype: int64",71346,No Mapping,No Mapping,TN,0.004195145,,,,,
5837,"363    217490
Name: id, dtype: int64",110141,No Mapping,No Mapping,TN,0.003966647,,,,,
5838,"363    217490
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.003940951,,,,,
5839,"363    217490
Name: id, dtype: int64",172096,No Mapping,No Mapping,TN,0.003917545,,,,,
5840,"363    217490
Name: id, dtype: int64",85797,No Mapping,No Mapping,TN,0.003849107,,,,,
5841,"363    217490
Name: id, dtype: int64",214891,No Mapping,No Mapping,TN,0.003798834,,,,,
5842,"363    217490
Name: id, dtype: int64",214934,No Mapping,No Mapping,TN,0.003595913,,,,,
5843,"363    217490
Name: id, dtype: int64",217426,No Mapping,No Mapping,TN,0.003517984,,,,,
5844,"363    217490
Name: id, dtype: int64",217436,No Mapping,No Mapping,TN,0.003503983,,,,,
5845,"363    217490
Name: id, dtype: int64",217451,No Mapping,No Mapping,TN,0.003497962,,,,,
5846,"363    217490
Name: id, dtype: int64",217459,No Mapping,No Mapping,TN,0.003364284,,,,,
5847,"363    217490
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.00336225,,,,,
5848,"363    217490
Name: id, dtype: int64",21489,No Mapping,No Mapping,TN,0.003221516,,,,,
5849,"363    217490
Name: id, dtype: int64",217454,No Mapping,No Mapping,TN,0.003040831,,,,,
5850,"363    217490
Name: id, dtype: int64",85799,No Mapping,No Mapping,TN,0.00285804,,,,,
6030,"324    217442
Name: id, dtype: int64",217442,afghanistan AND war AND end,afghanistan AND war AND end,TP,1,,,,,
6031,"324    217442
Name: id, dtype: int64",217446,afghanistan AND war AND end,afghanistan AND war AND end,TP,0.320177404,,,,,
6032,"324    217442
Name: id, dtype: int64",217457,afghanistan AND war AND end,afghanistan AND war AND end,TP,0.307961481,,,,,
6033,"324    217442
Name: id, dtype: int64",217453,afghanistan AND war AND end,afghanistan AND war AND end,TP,0.302546541,,,,,
6034,"324    217442
Name: id, dtype: int64",217444,afghanistan AND war AND end,afghanistan AND war AND end,TP,0.294510963,,,,,
6035,"324    217442
Name: id, dtype: int64",217448,No Mapping,afghanistan AND war AND end,FN,0.249224211,,,,,
6036,"324    217442
Name: id, dtype: int64",23878,No Mapping,No Mapping,TN,0.247606949,,,,,
6037,"324    217442
Name: id, dtype: int64",217454,No Mapping,afghanistan AND war AND end,FN,0.237200338,,,,,
6038,"324    217442
Name: id, dtype: int64",217465,No Mapping,afghanistan AND war AND end,FN,0.233449105,,,,,
6039,"324    217442
Name: id, dtype: int64",217460,No Mapping,afghanistan AND war AND end,FN,0.228504269,,,,,
6040,"324    217442
Name: id, dtype: int64",217456,No Mapping,afghanistan AND war AND end,FN,0.223426698,,,,,
6041,"324    217442
Name: id, dtype: int64",217462,No Mapping,afghanistan AND war AND end,FN,0.2041554,,,,,
6042,"324    217442
Name: id, dtype: int64",217451,No Mapping,afghanistan AND war AND end,FN,0.190902796,,,,,
6043,"324    217442
Name: id, dtype: int64",217461,No Mapping,afghanistan AND war AND end,FN,0.188948828,,,,,
6044,"324    217442
Name: id, dtype: int64",217458,No Mapping,afghanistan AND war AND end,FN,0.188948828,,,,,
6045,"324    217442
Name: id, dtype: int64",217459,No Mapping,afghanistan AND war AND end,FN,0.187723888,,,,,
6046,"324    217442
Name: id, dtype: int64",217468,No Mapping,No Mapping,TN,0.143440788,,,,,
6047,"324    217442
Name: id, dtype: int64",80105,No Mapping,No Mapping,TN,0.140030323,,,,,
6048,"324    217442
Name: id, dtype: int64",217447,No Mapping,afghanistan AND war AND end,FN,0.139980771,,,,,
6049,"324    217442
Name: id, dtype: int64",217455,No Mapping,afghanistan AND war AND end,FN,0.139980771,,,,,
6050,"324    217442
Name: id, dtype: int64",217450,No Mapping,afghanistan AND war AND end,FN,0.133295472,,,,,
6051,"324    217442
Name: id, dtype: int64",214893,No Mapping,No Mapping,TN,0.128184723,,,,,
6052,"324    217442
Name: id, dtype: int64",214883,No Mapping,No Mapping,TN,0.12662081,,,,,
6053,"324    217442
Name: id, dtype: int64",135213,No Mapping,No Mapping,TN,0.110706403,,,,,
6054,"324    217442
Name: id, dtype: int64",217431,No Mapping,No Mapping,TN,0.097349529,,,,,
6055,"324    217442
Name: id, dtype: int64",217534,No Mapping,No Mapping,TN,0.09630526,,,,,
6056,"324    217442
Name: id, dtype: int64",39232,No Mapping,No Mapping,TN,0.094180292,,,,,
6057,"324    217442
Name: id, dtype: int64",141886,No Mapping,No Mapping,TN,0.091427208,,,,,
6058,"324    217442
Name: id, dtype: int64",172085,No Mapping,No Mapping,TN,0.088763586,,,,,
6059,"324    217442
Name: id, dtype: int64",57441,No Mapping,No Mapping,TN,0.085938152,,,,,
6060,"324    217442
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.084755723,,,,,
6061,"324    217442
Name: id, dtype: int64",172082,No Mapping,No Mapping,TN,0.080742579,,,,,
6062,"324    217442
Name: id, dtype: int64",80096,No Mapping,No Mapping,TN,0.080069853,,,,,
6063,"324    217442
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.076749643,,,,,
6064,"324    217442
Name: id, dtype: int64",217428,No Mapping,No Mapping,TN,0.075862544,,,,,
6065,"324    217442
Name: id, dtype: int64",214943,No Mapping,No Mapping,TN,0.070655887,,,,,
6066,"324    217442
Name: id, dtype: int64",120630,No Mapping,No Mapping,TN,0.070096104,,,,,
6067,"324    217442
Name: id, dtype: int64",137143,No Mapping,No Mapping,TN,0.067481751,,,,,
6068,"324    217442
Name: id, dtype: int64",217474,No Mapping,No Mapping,TN,0.066006765,,,,,
6069,"324    217442
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.065107923,,,,,
6070,"324    217442
Name: id, dtype: int64",36650,No Mapping,No Mapping,TN,0.063059121,,,,,
6071,"324    217442
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.062907556,,,,,
6072,"324    217442
Name: id, dtype: int64",47403,No Mapping,No Mapping,TN,0.057380377,,,,,
6073,"324    217442
Name: id, dtype: int64",120634,No Mapping,No Mapping,TN,0.056606047,,,,,
6074,"324    217442
Name: id, dtype: int64",71350,No Mapping,No Mapping,TN,0.056426653,,,,,
6075,"324    217442
Name: id, dtype: int64",217426,No Mapping,No Mapping,TN,0.056073261,,,,,
6076,"324    217442
Name: id, dtype: int64",217500,No Mapping,No Mapping,TN,0.055392636,,,,,
6077,"324    217442
Name: id, dtype: int64",217495,No Mapping,No Mapping,TN,0.055392636,,,,,
6078,"324    217442
Name: id, dtype: int64",37468,No Mapping,No Mapping,TN,0.055182294,,,,,
6079,"324    217442
Name: id, dtype: int64",214895,No Mapping,No Mapping,TN,0.054032467,,,,,
6080,"324    217442
Name: id, dtype: int64",217429,No Mapping,No Mapping,TN,0.053634039,,,,,
6081,"324    217442
Name: id, dtype: int64",40617,No Mapping,No Mapping,TN,0.048285054,,,,,
6082,"324    217442
Name: id, dtype: int64",80104,No Mapping,No Mapping,TN,0.047648865,,,,,
6083,"324    217442
Name: id, dtype: int64",40543,No Mapping,No Mapping,TN,0.046917485,,,,,
6084,"324    217442
Name: id, dtype: int64",21512,No Mapping,No Mapping,TN,0.04579739,,,,,
6085,"324    217442
Name: id, dtype: int64",21500,No Mapping,No Mapping,TN,0.045699878,,,,,
6086,"324    217442
Name: id, dtype: int64",21506,No Mapping,No Mapping,TN,0.044896691,,,,,
6087,"324    217442
Name: id, dtype: int64",21413,No Mapping,No Mapping,TN,0.044731256,,,,,
6088,"324    217442
Name: id, dtype: int64",217477,No Mapping,No Mapping,TN,0.041910457,,,,,
6089,"324    217442
Name: id, dtype: int64",49198,No Mapping,No Mapping,TN,0.041608637,,,,,
6090,"324    217442
Name: id, dtype: int64",110150,No Mapping,No Mapping,TN,0.041406338,,,,,
6091,"324    217442
Name: id, dtype: int64",172090,No Mapping,No Mapping,TN,0.039903494,,,,,
6092,"324    217442
Name: id, dtype: int64",217439,No Mapping,No Mapping,TN,0.039032292,,,,,
6093,"324    217442
Name: id, dtype: int64",217433,No Mapping,No Mapping,TN,0.039032292,,,,,
6094,"324    217442
Name: id, dtype: int64",217488,No Mapping,No Mapping,TN,0.038884818,,,,,
6095,"324    217442
Name: id, dtype: int64",49458,No Mapping,No Mapping,TN,0.038667292,,,,,
6096,"324    217442
Name: id, dtype: int64",21455,No Mapping,No Mapping,TN,0.038226395,,,,,
6097,"324    217442
Name: id, dtype: int64",151991,No Mapping,No Mapping,TN,0.037973696,,,,,
6098,"324    217442
Name: id, dtype: int64",78169,No Mapping,No Mapping,TN,0.037668339,,,,,
6099,"324    217442
Name: id, dtype: int64",110155,No Mapping,No Mapping,TN,0.03610246,,,,,
6100,"324    217442
Name: id, dtype: int64",85803,No Mapping,No Mapping,TN,0.035950516,,,,,
6101,"324    217442
Name: id, dtype: int64",217421,No Mapping,No Mapping,TN,0.035923543,,,,,
6102,"324    217442
Name: id, dtype: int64",172081,No Mapping,No Mapping,TN,0.035855125,,,,,
6103,"324    217442
Name: id, dtype: int64",39730,No Mapping,No Mapping,TN,0.035682957,,,,,
6104,"324    217442
Name: id, dtype: int64",172078,No Mapping,No Mapping,TN,0.034516563,,,,,
6105,"324    217442
Name: id, dtype: int64",43447,No Mapping,No Mapping,TN,0.034296794,,,,,
6106,"324    217442
Name: id, dtype: int64",217425,No Mapping,No Mapping,TN,0.034157603,,,,,
6107,"324    217442
Name: id, dtype: int64",57362,No Mapping,No Mapping,TN,0.033847774,,,,,
6108,"324    217442
Name: id, dtype: int64",35996,No Mapping,No Mapping,TN,0.033573789,,,,,
6109,"324    217442
Name: id, dtype: int64",217424,No Mapping,No Mapping,TN,0.033124571,,,,,
6110,"324    217442
Name: id, dtype: int64",172125,No Mapping,No Mapping,TN,0.032989744,,,,,
6111,"324    217442
Name: id, dtype: int64",217467,No Mapping,No Mapping,TN,0.03228628,,,,,
6112,"324    217442
Name: id, dtype: int64",80094,No Mapping,No Mapping,TN,0.031766465,,,,,
6113,"324    217442
Name: id, dtype: int64",214888,No Mapping,No Mapping,TN,0.031716135,,,,,
6114,"324    217442
Name: id, dtype: int64",217483,No Mapping,No Mapping,TN,0.031530705,,,,,
6115,"324    217442
Name: id, dtype: int64",71341,No Mapping,No Mapping,TN,0.03113173,,,,,
6116,"324    217442
Name: id, dtype: int64",35776,No Mapping,No Mapping,TN,0.031039952,,,,,
