,root_article,article_compared,cateogry ID,FP/FN/TP/TN,score
5912,"292    214888
Name: id, dtype: int64",80096,No Mapping,TN,0.00551855
5913,"118    80094
Name: id, dtype: int64",172096,No Mapping,TN,0.005509526
5914,"37    38658
Name: id, dtype: int64",217428,No Mapping,TN,0.005497839
5915,"37    38658
Name: id, dtype: int64",217432,No Mapping,TN,0.005497839
5916,"118    80094
Name: id, dtype: int64",40854,No Mapping,TN,0.00549497
5917,"197    120639
Name: id, dtype: int64",217484,No Mapping,TN,0.005491281
5918,"227    151832
Name: id, dtype: int64",39232,No Mapping,TN,0.005478142
5919,"46    40617
Name: id, dtype: int64",190495,No Mapping,TN,0.005475171
5920,"46    40617
Name: id, dtype: int64",172100,No Mapping,TN,0.005467796
5921,"197    120639
Name: id, dtype: int64",37468,No Mapping,TN,0.005455307
5922,"238    158005
Name: id, dtype: int64",172098,No Mapping,TN,0.005447965
5923,"118    80094
Name: id, dtype: int64",190520,No Mapping,TN,0.005440294
5924,"118    80094
Name: id, dtype: int64",110144,No Mapping,TN,0.005437106
5925,"326    217442
Name: id, dtype: int64",152264,No Mapping,TN,0.005431109
5926,"238    158005
Name: id, dtype: int64",71344,No Mapping,TN,0.005430224
5927,"46    40617
Name: id, dtype: int64",217465,No Mapping,TN,0.005430095
5928,"302    217418
Name: id, dtype: int64",37468,No Mapping,TN,0.00542831
5929,"197    120639
Name: id, dtype: int64",217429,No Mapping,TN,0.005425279
5930,"247    172085
Name: id, dtype: int64",217523,No Mapping,TN,0.005420554
5931,"46    40617
Name: id, dtype: int64",120629,No Mapping,TN,0.005415156
5932,"374    217490
Name: id, dtype: int64",172125,No Mapping,TN,0.005409975
5933,"227    151832
Name: id, dtype: int64",217513,No Mapping,TN,0.005404818
5934,"227    151832
Name: id, dtype: int64",217514,No Mapping,TN,0.005404818
5935,"46    40617
Name: id, dtype: int64",110144,No Mapping,TN,0.005389644
5936,"326    217442
Name: id, dtype: int64",214885,No Mapping,TN,0.005379549
5937,"46    40617
Name: id, dtype: int64",71348,No Mapping,TN,0.005373918
5938,"35    37252
Name: id, dtype: int64",110159,No Mapping,TN,0.005368666
5939,"238    158005
Name: id, dtype: int64",120633,No Mapping,TN,0.005365859
5940,"197    120639
Name: id, dtype: int64",78169,No Mapping,TN,0.005365709
5941,"374    217490
Name: id, dtype: int64",214877,No Mapping,TN,0.005362506
5942,"75    49480
Name: id, dtype: int64",110141,No Mapping,TN,0.005361554
5943,"238    158005
Name: id, dtype: int64",217523,No Mapping,TN,0.005358512
5944,"35    37252
Name: id, dtype: int64",80107,No Mapping,TN,0.005358507
5945,"238    158005
Name: id, dtype: int64",190496,No Mapping,TN,0.005349101
5946,"374    217490
Name: id, dtype: int64",71343,No Mapping,TN,0.005334911
5947,"238    158005
Name: id, dtype: int64",217527,No Mapping,TN,0.005331054
5948,"118    80094
Name: id, dtype: int64",110162,No Mapping,TN,0.005331027
5949,"247    172085
Name: id, dtype: int64",57385,No Mapping,TN,0.005326428
5950,"118    80094
Name: id, dtype: int64",217510,No Mapping,TN,0.005323156
5951,"374    217490
Name: id, dtype: int64",43672,No Mapping,TN,0.005318057
5952,"247    172085
Name: id, dtype: int64",21413,No Mapping,TN,0.005318027
5953,"46    40617
Name: id, dtype: int64",140362,No Mapping,TN,0.005315231
5954,"35    37252
Name: id, dtype: int64",217433,No Mapping,TN,0.005314117
5955,"35    37252
Name: id, dtype: int64",217439,No Mapping,TN,0.005314117
5956,"302    217418
Name: id, dtype: int64",110176,No Mapping,TN,0.005310261
5957,"247    172085
Name: id, dtype: int64",214883,No Mapping,TN,0.005305205
5958,"46    40617
Name: id, dtype: int64",214886,No Mapping,TN,0.005302427
5959,"238    158005
Name: id, dtype: int64",21455,No Mapping,TN,0.005299181
5960,"46    40617
Name: id, dtype: int64",80113,No Mapping,TN,0.0052984
5961,"238    158005
Name: id, dtype: int64",214877,No Mapping,TN,0.005274984
5962,"52    43447
Name: id, dtype: int64",110145,No Mapping,TN,0.005268447
5963,"238    158005
Name: id, dtype: int64",80108,No Mapping,TN,0.005268081
5964,"52    43447
Name: id, dtype: int64",217475,No Mapping,TN,0.005266199
5965,"197    120639
Name: id, dtype: int64",23872,No Mapping,TN,0.005264434
5966,"227    151832
Name: id, dtype: int64",190494,No Mapping,TN,0.005238502
5967,"118    80094
Name: id, dtype: int64",120636,No Mapping,TN,0.005236537
5968,"227    151832
Name: id, dtype: int64",71348,No Mapping,TN,0.005232184
5969,"35    37252
Name: id, dtype: int64",110166,No Mapping,TN,0.005225318
5970,"374    217490
Name: id, dtype: int64",57362,No Mapping,TN,0.005221898
5971,"227    151832
Name: id, dtype: int64",190520,No Mapping,TN,0.005221517
5972,"247    172085
Name: id, dtype: int64",214891,No Mapping,TN,0.005220587
5973,"374    217490
Name: id, dtype: int64",120628,No Mapping,TN,0.005210962
5974,"227    151832
Name: id, dtype: int64",217452,No Mapping,TN,0.005207258
5975,"227    151832
Name: id, dtype: int64",217450,No Mapping,TN,0.005207258
5976,"326    217442
Name: id, dtype: int64",44993,No Mapping,TN,0.005197271
5977,"118    80094
Name: id, dtype: int64",85799,No Mapping,TN,0.005181219
5978,"227    151832
Name: id, dtype: int64",140362,No Mapping,TN,0.005175045
5979,"227    151832
Name: id, dtype: int64",110131,No Mapping,TN,0.005168187
5980,"374    217490
Name: id, dtype: int64",217446,No Mapping,TN,0.005165886
5981,"227    151832
Name: id, dtype: int64",214886,No Mapping,TN,0.005162579
5982,"227    151832
Name: id, dtype: int64",80113,No Mapping,TN,0.005158659
5983,"247    172085
Name: id, dtype: int64",43672,No Mapping,TN,0.005156576
5984,"302    217418
Name: id, dtype: int64",110172,No Mapping,TN,0.005148048
5985,"35    37252
Name: id, dtype: int64",217495,No Mapping,TN,0.005133769
5986,"35    37252
Name: id, dtype: int64",217500,No Mapping,TN,0.005133769
5987,"241    172079
Name: id, dtype: int64",217530,No Mapping,TN,0.005125212
5988,"75    49480
Name: id, dtype: int64",135213,No Mapping,TN,0.005124838
5989,"75    49480
Name: id, dtype: int64",36650,No Mapping,TN,0.005118911
5990,"52    43447
Name: id, dtype: int64",44642,No Mapping,TN,0.005111435
5991,"302    217418
Name: id, dtype: int64",85825,No Mapping,TN,0.005110713
5992,"35    37252
Name: id, dtype: int64",80100,No Mapping,TN,0.005108046
5993,"227    151832
Name: id, dtype: int64",190501,No Mapping,TN,0.005095659
5994,"227    151832
Name: id, dtype: int64",135878,No Mapping,TN,0.005095659
5995,"374    217490
Name: id, dtype: int64",217452,No Mapping,TN,0.005095016
5996,"374    217490
Name: id, dtype: int64",217450,No Mapping,TN,0.005095016
5997,"238    158005
Name: id, dtype: int64",217511,No Mapping,TN,0.005085185
5998,"35    37252
Name: id, dtype: int64",217484,No Mapping,TN,0.00507155
5999,"326    217442
Name: id, dtype: int64",80092,No Mapping,TN,0.005069798
6000,"52    43447
Name: id, dtype: int64",110162,No Mapping,TN,0.005063239
6001,"75    49480
Name: id, dtype: int64",25226,No Mapping,TN,0.005059733
6002,"292    214888
Name: id, dtype: int64",214934,No Mapping,TN,0.005055048
6003,"35    37252
Name: id, dtype: int64",80096,No Mapping,TN,0.0050518
6004,"46    40617
Name: id, dtype: int64",71344,No Mapping,TN,0.00505026
6005,"46    40617
Name: id, dtype: int64",120636,No Mapping,TN,0.00503358
6006,"302    217418
Name: id, dtype: int64",217451,No Mapping,TN,0.005018816
6007,"238    158005
Name: id, dtype: int64",25226,No Mapping,TN,0.005013759
6008,"247    172085
Name: id, dtype: int64",80112,No Mapping,TN,0.005011684
6009,"37    38658
Name: id, dtype: int64",214934,No Mapping,TN,0.005007559
6010,"197    120639
Name: id, dtype: int64",110145,No Mapping,TN,0.005002824
6011,"374    217490
Name: id, dtype: int64",157527,No Mapping,TN,0.004994007
6012,"241    172079
Name: id, dtype: int64",217451,No Mapping,TN,0.004990128
6013,"35    37252
Name: id, dtype: int64",120628,No Mapping,TN,0.0049872
6014,"75    49480
Name: id, dtype: int64",190495,No Mapping,TN,0.004973266
6015,"247    172085
Name: id, dtype: int64",110146,No Mapping,TN,0.004971283
6016,"302    217418
Name: id, dtype: int64",217458,No Mapping,TN,0.004967709
6017,"302    217418
Name: id, dtype: int64",217461,No Mapping,TN,0.004967709
6018,"374    217490
Name: id, dtype: int64",80093,No Mapping,TN,0.004964139
6019,"197    120639
Name: id, dtype: int64",80099,No Mapping,TN,0.004959617
6020,"46    40617
Name: id, dtype: int64",35996,No Mapping,TN,0.00495577
6021,"241    172079
Name: id, dtype: int64",21510,No Mapping,TN,0.004952597
6022,"374    217490
Name: id, dtype: int64",217533,No Mapping,TN,0.004943326
6023,"302    217418
Name: id, dtype: int64",71340,No Mapping,TN,0.004940456
6024,"241    172079
Name: id, dtype: int64",217461,No Mapping,TN,0.004939312
6025,"241    172079
Name: id, dtype: int64",217458,No Mapping,TN,0.004939312
6026,"247    172085
Name: id, dtype: int64",217430,No Mapping,TN,0.004937864
6027,"75    49480
Name: id, dtype: int64",57362,No Mapping,TN,0.004935829
6028,"197    120639
Name: id, dtype: int64",110155,No Mapping,TN,0.004935243
6029,"197    120639
Name: id, dtype: int64",48306,No Mapping,TN,0.004930864
6030,"374    217490
Name: id, dtype: int64",217531,No Mapping,TN,0.004920725
6031,"118    80094
Name: id, dtype: int64",110135,No Mapping,TN,0.004906206
6032,"118    80094
Name: id, dtype: int64",214891,No Mapping,TN,0.004905964
6033,"118    80094
Name: id, dtype: int64",217508,No Mapping,TN,0.004905842
6034,"52    43447
Name: id, dtype: int64",140086,No Mapping,TN,0.004905236
6035,"118    80094
Name: id, dtype: int64",138709,No Mapping,TN,0.004899549
6036,"227    151832
Name: id, dtype: int64",136866,No Mapping,TN,0.00488901
6037,"247    172085
Name: id, dtype: int64",42951,No Mapping,TN,0.004885721
6038,"75    49480
Name: id, dtype: int64",71348,No Mapping,TN,0.004881295
6039,"247    172085
Name: id, dtype: int64",172100,No Mapping,TN,0.004874846
6040,"75    49480
Name: id, dtype: int64",35723,No Mapping,TN,0.004866749
6041,"238    158005
Name: id, dtype: int64",217506,No Mapping,TN,0.004865135
6042,"197    120639
Name: id, dtype: int64",141886,No Mapping,TN,0.004862683
6043,"241    172079
Name: id, dtype: int64",71339,No Mapping,TN,0.0048611
6044,"374    217490
Name: id, dtype: int64",172089,No Mapping,TN,0.004856782
6045,"302    217418
Name: id, dtype: int64",217459,No Mapping,TN,0.004852031
6046,"46    40617
Name: id, dtype: int64",110135,No Mapping,TN,0.00485005
6047,"227    151832
Name: id, dtype: int64",110176,No Mapping,TN,0.004846406
6048,"302    217418
Name: id, dtype: int64",110171,No Mapping,TN,0.004846311
6049,"46    40617
Name: id, dtype: int64",214874,No Mapping,TN,0.00482923
6050,"326    217442
Name: id, dtype: int64",110157,No Mapping,TN,0.004828938
6051,"75    49480
Name: id, dtype: int64",140362,No Mapping,TN,0.004827988
6052,"241    172079
Name: id, dtype: int64",217459,No Mapping,TN,0.004824296
6053,"37    38658
Name: id, dtype: int64",190525,No Mapping,TN,0.004821411
6054,"302    217418
Name: id, dtype: int64",25227,No Mapping,TN,0.004818704
6055,"75    49480
Name: id, dtype: int64",214886,No Mapping,TN,0.004816358
6056,"292    214888
Name: id, dtype: int64",172085,No Mapping,TN,0.004804997
6057,"247    172085
Name: id, dtype: int64",214888,No Mapping,TN,0.004804997
6058,"46    40617
Name: id, dtype: int64",49416,No Mapping,TN,0.004804082
6059,"326    217442
Name: id, dtype: int64",110126,No Mapping,TN,0.004802484
6060,"46    40617
Name: id, dtype: int64",217482,No Mapping,TN,0.004798985
6061,"197    120639
Name: id, dtype: int64",217438,No Mapping,TN,0.004790661
6062,"46    40617
Name: id, dtype: int64",85825,No Mapping,TN,0.004790639
6063,"118    80094
Name: id, dtype: int64",80092,No Mapping,TN,0.004790071
6064,"46    40617
Name: id, dtype: int64",217490,No Mapping,TN,0.004787742
6065,"374    217490
Name: id, dtype: int64",40617,No Mapping,TN,0.004787742
6066,"247    172085
Name: id, dtype: int64",46175,No Mapping,TN,0.00477913
6067,"326    217442
Name: id, dtype: int64",44928,No Mapping,TN,0.004770098
6068,"247    172085
Name: id, dtype: int64",217529,No Mapping,TN,0.004766376
6069,"374    217490
Name: id, dtype: int64",46560,No Mapping,TN,0.004757996
6070,"374    217490
Name: id, dtype: int64",39730,No Mapping,TN,0.004757992
6071,"374    217490
Name: id, dtype: int64",110160,No Mapping,TN,0.004752257
6072,"118    80094
Name: id, dtype: int64",42970,No Mapping,TN,0.004747439
6073,"238    158005
Name: id, dtype: int64",110161,No Mapping,TN,0.004725374
6074,"227    151832
Name: id, dtype: int64",217435,No Mapping,TN,0.004719934
6075,"227    151832
Name: id, dtype: int64",21508,No Mapping,TN,0.004704804
6076,"118    80094
Name: id, dtype: int64",21455,No Mapping,TN,0.004700683
6077,"118    80094
Name: id, dtype: int64",217463,No Mapping,TN,0.004694191
6078,"118    80094
Name: id, dtype: int64",217462,No Mapping,TN,0.004694191
6079,"326    217442
Name: id, dtype: int64",57375,No Mapping,TN,0.004692148
6080,"374    217490
Name: id, dtype: int64",190522,No Mapping,TN,0.004674505
6081,"374    217490
Name: id, dtype: int64",110164,No Mapping,TN,0.00467133
6082,"227    151832
Name: id, dtype: int64",85825,No Mapping,TN,0.004664289
6083,"302    217418
Name: id, dtype: int64",190518,No Mapping,TN,0.004641851
6084,"118    80094
Name: id, dtype: int64",217471,No Mapping,TN,0.004638115
6085,"241    172079
Name: id, dtype: int64",217502,No Mapping,TN,0.004632139
6086,"326    217442
Name: id, dtype: int64",85807,No Mapping,TN,0.004631046
6087,"52    43447
Name: id, dtype: int64",57362,No Mapping,TN,0.004625019
6088,"302    217418
Name: id, dtype: int64",110137,No Mapping,TN,0.00462263
6089,"118    80094
Name: id, dtype: int64",110159,No Mapping,TN,0.004616188
6090,"52    43447
Name: id, dtype: int64",71337,No Mapping,TN,0.00461254
6091,"118    80094
Name: id, dtype: int64",80107,No Mapping,TN,0.004607452
6092,"52    43447
Name: id, dtype: int64",190519,No Mapping,TN,0.004605479
6093,"247    172085
Name: id, dtype: int64",23877,No Mapping,TN,0.004596882
6094,"227    151832
Name: id, dtype: int64",158005,No Mapping,TN,0.004585388
6095,"238    158005
Name: id, dtype: int64",151832,No Mapping,TN,0.004585388
6096,"227    151832
Name: id, dtype: int64",217451,No Mapping,TN,0.00458042
6097,"75    49480
Name: id, dtype: int64",80098,No Mapping,TN,0.004568722
6098,"326    217442
Name: id, dtype: int64",21504,No Mapping,TN,0.004558389
6099,"241    172079
Name: id, dtype: int64",110144,No Mapping,TN,0.004558198
6100,"46    40617
Name: id, dtype: int64",110171,No Mapping,TN,0.004542796
6101,"118    80094
Name: id, dtype: int64",136866,No Mapping,TN,0.004540334
6102,"374    217490
Name: id, dtype: int64",217530,No Mapping,TN,0.004536934
6103,"227    151832
Name: id, dtype: int64",217461,No Mapping,TN,0.004533776
6104,"227    151832
Name: id, dtype: int64",217458,No Mapping,TN,0.004533776
6105,"247    172085
Name: id, dtype: int64",110160,No Mapping,TN,0.004526327
6106,"197    120639
Name: id, dtype: int64",80098,No Mapping,TN,0.004523006
6107,"75    49480
Name: id, dtype: int64",110176,No Mapping,TN,0.004521388
6108,"46    40617
Name: id, dtype: int64",25227,No Mapping,TN,0.004516918
6109,"46    40617
Name: id, dtype: int64",217502,No Mapping,TN,0.004515508
6110,"374    217490
Name: id, dtype: int64",217445,No Mapping,TN,0.004514892
6111,"374    217490
Name: id, dtype: int64",217444,No Mapping,TN,0.004514892
6112,"197    120639
Name: id, dtype: int64",110169,No Mapping,TN,0.004504096
6113,"302    217418
Name: id, dtype: int64",172081,No Mapping,TN,0.004501811
6114,"75    49480
Name: id, dtype: int64",35996,No Mapping,TN,0.004501478
6115,"302    217418
Name: id, dtype: int64",172088,No Mapping,TN,0.004492295
6116,"326    217442
Name: id, dtype: int64",217497,No Mapping,TN,0.004486652
6117,"52    43447
Name: id, dtype: int64",25225,No Mapping,TN,0.004486462
6118,"238    158005
Name: id, dtype: int64",110166,No Mapping,TN,0.004481759
6119,"75    49480
Name: id, dtype: int64",71335,No Mapping,TN,0.004471967
6120,"302    217418
Name: id, dtype: int64",217505,No Mapping,TN,0.004471867
6121,"238    158005
Name: id, dtype: int64",217526,No Mapping,TN,0.004470385
6315,"374    217490
Name: id, dtype: int64",80096,No Mapping,TN,0.004466504
6316,"326    217442
Name: id, dtype: int64",217504,No Mapping,TN,0.004464684
6317,"302    217418
Name: id, dtype: int64",120637,No Mapping,TN,0.004460119
6318,"238    158005
Name: id, dtype: int64",217522,No Mapping,TN,0.004453751
6319,"241    172079
Name: id, dtype: int64",217505,No Mapping,TN,0.004446305
6320,"292    214888
Name: id, dtype: int64",217451,No Mapping,TN,0.00443713
6321,"241    172079
Name: id, dtype: int64",120637,No Mapping,TN,0.004434624
6322,"227    151832
Name: id, dtype: int64",217459,No Mapping,TN,0.004428203
6323,"227    151832
Name: id, dtype: int64",110171,No Mapping,TN,0.004422983
6324,"238    158005
Name: id, dtype: int64",110133,No Mapping,TN,0.004412526
6325,"35    37252
Name: id, dtype: int64",217472,No Mapping,TN,0.004404592
6326,"374    217490
Name: id, dtype: int64",135878,No Mapping,TN,0.004402674
6327,"374    217490
Name: id, dtype: int64",190501,No Mapping,TN,0.004402674
6328,"227    151832
Name: id, dtype: int64",120635,No Mapping,TN,0.004399653
6329,"302    217418
Name: id, dtype: int64",217454,No Mapping,TN,0.004397057
6330,"326    217442
Name: id, dtype: int64",57418,No Mapping,TN,0.004393467
6331,"118    80094
Name: id, dtype: int64",80100,No Mapping,TN,0.004392097
6332,"292    214888
Name: id, dtype: int64",217461,No Mapping,TN,0.004391946
6333,"292    214888
Name: id, dtype: int64",217458,No Mapping,TN,0.004391946
6334,"75    49480
Name: id, dtype: int64",57366,No Mapping,TN,0.004388715
6335,"75    49480
Name: id, dtype: int64",214874,No Mapping,TN,0.004386538
6336,"118    80094
Name: id, dtype: int64",110137,No Mapping,TN,0.004383294
6337,"75    49480
Name: id, dtype: int64",110172,No Mapping,TN,0.004383274
6338,"241    172079
Name: id, dtype: int64",217454,No Mapping,TN,0.004371923
6339,"46    40617
Name: id, dtype: int64",85804,No Mapping,TN,0.004363869
